mrna_id	gene_id	locus_tag	chrom	old_start	old_end	new_start	new_end	overlap_gene_id	overlap_locus_tag	overlap_start	overlap_end	overlap_strand
rna-NM_001180463.1	gene-YDR156W	YDR156W	NC_001136.10	769525	769938	769525	770031	gene-YDR157W	YDR157W	769931	770332	+
rna-NM_001180469.3	gene-YDR162C	YDR162C	NC_001136.10	780390	781100	780179	781100	gene-YDR161W	YDR161W	779043	780206	+
rna-NM_001180468.1	gene-YDR161W	YDR161W	NC_001136.10	779043	780206	779043	780428	gene-YDR162C	YDR162C	780390	781100	-
rna-NM_001180471.1	gene-YDR164C	YDR164C	NC_001136.10	782041	784215	781858	784215	gene-YDR163W	YDR163W	781423	781950	+
rna-NM_001180470.3	gene-YDR163W	YDR163W	NC_001136.10	781423	781950	781423	782055	gene-YDR164C	YDR164C	782041	784215	-
rna-NM_001180481.1	gene-YDR174W	YDR174W	NC_001136.10	812110	812850	812110	813225	gene-YDR175C	YDR175C	813193	814152	-
rna-NM_001180483.3	gene-YDR176W	YDR176W	NC_001136.10	814452	816560	814452	816888	gene-YDR177W	YDR177W	816878	817525	+
rna-NM_001180485.1	gene-YDR178W	YDR178W	NC_001136.10	817950	818495	817950	819017	gene-YDR179C	YDR179C	818708	819196	-
rna-NM_001180489.1	gene-YDR181C	YDR181C	NC_001136.10	825910	827355	825704	827355	gene-YDR180W	YDR180W	821295	825776	+
rna-NM_001180490.1	gene-YDR182W	YDR182W	NC_001136.10	827582	829057	827582	829215	gene-YDR182W-A	YDR182W-A	829151	829354	+
rna-NM_001184545.3	gene-YDR182W-A	YDR182W-A	NC_001136.10	829151	829354	829151	829633	gene-YDR183W	YDR183W	829585	830277	+
rna-NM_001180498.1	gene-YDR190C	YDR190C	NC_001136.10	840604	841995	840304	841995	gene-YDR189W	YDR189W	838392	840392	+
rna-NM_001180504.3	gene-YDR196C	YDR196C	NC_001136.10	850274	850999	850036	850999	gene-YDR195W	YDR195W	848599	850200	+
rna-NM_001180503.3	gene-YDR195W	YDR195W	NC_001136.10	848599	850200	848599	850284	gene-YDR196C	YDR196C	850274	850999	-
rna-NM_001180506.1	gene-YDR198C	YDR198C	NC_001136.10	852533	853972	852343	853972	gene-YDR197W	YDR197W	851228	852397	+
rna-NM_001180505.1	gene-YDR197W	YDR197W	NC_001136.10	851228	852397	851228	852768	gene-YDR198C	YDR198C	852533	853972	-
rna-NM_001180510.1	gene-YDR202C	YDR202C	NC_001136.10	856898	857953	856589	857953	gene-YDR201W	YDR201W	856317	856814	+
rna-NM_001180509.3	gene-YDR201W	YDR201W	NC_001136.10	856317	856814	856317	857203	gene-YDR202C	YDR202C	856898	857953	-
rna-NM_001180512.1	gene-YDR204W	YDR204W	NC_001136.10	858137	859144	858137	859416	gene-YDR205W	YDR205W	859346	861520	+
rna-NM_001180518.3	gene-YDR210W	YDR210W	NC_001136.10	871074	871301	871074	871707	gene-YDR209C	YDR209C	871036	871449	-
rna-NM_001348814.1	gene-YDR215C	YDR215C	NC_001136.10	894089	894502	892607	894502	gene-YDR214W	YDR214W	892875	893927	+
rna-NM_001180522.3	gene-YDR214W	YDR214W	NC_001136.10	892875	893927	892875	894476	gene-YDR215C	YDR215C	894089	894502	-
rna-NM_001180529.3	gene-YDR221W	YDR221W	NC_001136.10	907330	909438	907330	910074	gene-YDR222W	YDR222W	910054	911301	+
rna-NM_001180539.1	gene-YDR231C	YDR231C	NC_001136.10	926293	926910	925996	926910	gene-YDR229W	YDR229W	924785	926146	+
rna-NM_001180540.1	gene-YDR232W	YDR232W	NC_001136.10	927452	929098	927452	929526	gene-YDR233C	YDR233C	929470	930357	-
rna-NM_001180544.1	gene-YDR236C	YDR236C	NC_001136.10	935236	935892	935127	935892	gene-YDR235W	YDR235W	933504	935138	+
rna-NM_001180551.3	gene-YDR243C	YDR243C	NC_001136.10	948518	950284	946914	950284	gene-YDR242W	YDR242W	946807	948456	+
rna-NM_001180550.3	gene-YDR242W	YDR242W	NC_001136.10	946807	948456	946807	948601	gene-YDR243C	YDR243C	948518	950284	-
rna-NM_001180554.3	gene-YDR246W	YDR246W	NC_001136.10	954288	954947	954288	955151	gene-YDR246W-A	YDR246W-A	955133	955333	+
rna-NM_001180555.1	gene-YDR247W	YDR247W	NC_001136.10	956013	957398	956013	957788	gene-YDR248C	YDR248C	957758	958339	-
rna-NM_001180561.1	gene-YDR253C	YDR253C	NC_001136.10	963990	964565	963338	964565	gene-YDR252W	YDR252W	963412	963861	+
rna-NM_001180560.1	gene-YDR252W	YDR252W	NC_001136.10	963412	963861	963412	964788	gene-YDR253C	YDR253C	963990	964565	-
rna-NM_001180563.3	gene-YDR255C	YDR255C	NC_001136.10	966557	967822	965299	967822	gene-YDR254W	YDR254W	965113	966489	+
rna-NM_001180562.3	gene-YDR254W	YDR254W	NC_001136.10	965113	966489	965113	967072	gene-YDR255C	YDR255C	966557	967822	-
rna-NM_001180565.1	gene-YDR257C	YDR257C	NC_001136.10	969990	971474	969644	971474	gene-YDR256C	YDR256C	968133	969680	-
rna-NM_001180570.3	gene-YDR262W	YDR262W	NC_001136.10	993134	993952	993134	994499	gene-YDR263C	YDR263C	994242	995534	-
rna-NM_001180580.3	gene-YDR272W	YDR272W	NC_001136.10	1009010	1009834	1009010	1010859	gene-YDR273W	YDR273W	1010176	1011273	+
rna-NM_001348815.1	gene-YDR274C	YDR274C	NC_001136.10	1011589	1011960	1011243	1011960	gene-YDR273W	YDR273W	1010176	1011273	+
rna-NM_001180595.3	gene-YDR287W	YDR287W	NC_001136.10	1035995	1036873	1035995	1037457	gene-YDR288W	YDR288W	1037195	1038106	+
rna-NM_001180597.1	gene-YDR289C	YDR289C	NC_001136.10	1038280	1039509	1037855	1039509	gene-YDR288W	YDR288W	1037195	1038106	+
rna-NM_001180596.1	gene-YDR288W	YDR288W	NC_001136.10	1037195	1038106	1037195	1038288	gene-YDR289C	YDR289C	1038280	1039509	-
rna-NM_001180600.3	gene-YDR292C	YDR292C	NC_001136.10	1043146	1045011	1042757	1045011	gene-YDR291W	YDR291W	1039728	1042961	+
rna-NM_001180599.3	gene-YDR291W	YDR291W	NC_001136.10	1039728	1042961	1039728	1043251	gene-YDR292C	YDR292C	1043146	1045011	-
rna-NM_001180608.3	gene-YDR300C	YDR300C	NC_001136.10	1061505	1062791	1060851	1062791	gene-YDR299W	YDR299W	1059627	1061231	+
rna-NM_001180607.3	gene-YDR299W	YDR299W	NC_001136.10	1059627	1061231	1059627	1061523	gene-YDR300C	YDR300C	1061505	1062791	-
rna-NM_001180614.1	gene-YDR306C	YDR306C	NC_001136.10	1073735	1075171	1073127	1075171	gene-YDR305C	YDR305C	1072746	1073488	-
rna-NM_001180616.3	gene-YDR308C	YDR308C	NC_001136.10	1078027	1078449	1075773	1078449	gene-YDR307W	YDR307W	1075865	1077853	+
rna-NM_001180615.3	gene-YDR307W	YDR307W	NC_001136.10	1075865	1077853	1075865	1078050	gene-YDR308C	YDR308C	1078027	1078449	-
rna-NM_001180627.1	gene-YDR319C	YDR319C	NC_001136.10	1105003	1105827	1104140	1105827	gene-YDR318W	YDR318W	1103758	1104947	+
rna-NM_001180626.3	gene-YDR318W	YDR318W	NC_001136.10	1103758	1104947	1103758	1105159	gene-YDR319C	YDR319C	1105003	1105827	-
rna-NM_001184348.1	gene-YDR322C-A	YDR322C-A	NC_001136.10	1112003	1112293	1111649	1112293	gene-YDR322W	YDR322W	1110589	1111692	+
rna-NM_001180638.1	gene-YDR330W	YDR330W	NC_001136.10	1127872	1129374	1127872	1129603	gene-YDR331W	YDR331W	1129588	1130823	+
rna-NM_001180641.3	gene-YDR333C	YDR333C	NC_001136.10	1133260	1135431	1133021	1135431	gene-YDR332W	YDR332W	1131001	1133070	+
rna-NM_001180645.3	gene-YDR337W	YDR337W	NC_001136.10	1146319	1147179	1146319	1147408	gene-YDR338C	YDR338C	1147379	1149466	-
rna-NM_001180647.1	gene-YDR339C	YDR339C	NC_001136.10	1149951	1150520	1149459	1150520	gene-YDR338C	YDR338C	1147379	1149466	-
rna-NM_001180656.1	gene-YDR348C	YDR348C	NC_001136.10	1170326	1171825	1170024	1171825	gene-YDR347W	YDR347W	1169178	1170143	+
rna-NM_001180660.1	gene-YDR352W	YDR352W	NC_001136.10	1181801	1182754	1181801	1183315	gene-YDR353W	YDR353W	1183299	1184258	+
rna-NM_001180666.1	gene-YDR358W	YDR358W	NC_001136.10	1190059	1191732	1190059	1191948	gene-YDR359C	YDR359C	1191936	1194884	-
rna-NM_001180672.3	gene-YDR364C	YDR364C	NC_001136.10	1202843	1204210	1201902	1204210	gene-YDR363W-A	YDR363W-A	1202128	1202397	+
rna-NM_001184328.3	gene-YDR363W-A	YDR363W-A	NC_001136.10	1202128	1202397	1202128	1202901	gene-YDR364C	YDR364C	1202843	1204210	-
rna-NM_001180680.1	gene-YDR372C	YDR372C	NC_001136.10	1221112	1222149	1220889	1222149	gene-YDR371W	YDR371W	1219413	1220948	+
rna-NM_001184680.1	gene-YDR374W-A	YDR374W-A	NC_001136.10	1224757	1225026	1224757	1225357	gene-YDR375C	YDR375C	1225166	1226536	-
rna-NM_001180685.3	gene-YDR377W	YDR377W	NC_001136.10	1228611	1228916	1228611	1229643	gene-YDR378C	YDR378C	1229349	1229609	-
rna-NM_001184471.3	gene-YDR379C-A	YDR379C-A	NC_001136.10	1233278	1233517	1233148	1233517	gene-YDR379W	YDR379W	1230167	1233196	+
rna-NM_001180689.1	gene-YDR381W	YDR381W	NC_001136.10	1236558	1238004	1236558	1238352	gene-YDR381C-A	YDR381C-A	1238312	1238850	-
rna-NM_001180691.3	gene-YDR383C	YDR383C	NC_001136.10	1239960	1240676	1238408	1240676	gene-YDR381C-A	YDR381C-A	1238312	1238850	-
rna-NM_001180691.3	gene-YDR383C	YDR383C	NC_001136.10	1239960	1240676	1238408	1240676	gene-YDR382W	YDR382W	1239492	1239824	+
rna-NM_001180690.3	gene-YDR382W	YDR382W	NC_001136.10	1239492	1239824	1239492	1240067	gene-YDR383C	YDR383C	1239960	1240676	-
rna-NM_001180695.3	gene-YDR387C	YDR387C	NC_001136.10	1248154	1249821	1247948	1249821	gene-YDR386W	YDR386W	1246084	1247982	+
rna-NM_001180694.3	gene-YDR386W	YDR386W	NC_001136.10	1246084	1247982	1246084	1248210	gene-YDR387C	YDR387C	1248154	1249821	-
rna-NM_001180697.1	gene-YDR389W	YDR389W	NC_001136.10	1252537	1254501	1252537	1254951	gene-YDR390C	YDR390C	1254937	1256847	-
rna-NM_001180700.1	gene-YDR392W	YDR392W	NC_001136.10	1258696	1259709	1258696	1259984	gene-YDR393W	YDR393W	1259901	1261271	+
rna-NM_001180708.3	gene-YDR400W	YDR400W	NC_001136.10	1271063	1272085	1271063	1272335	gene-YDR402C	YDR402C	1272234	1273703	-
rna-NM_001180712.3	gene-YDR404C	YDR404C	NC_001136.10	1276654	1277169	1276074	1277169	gene-YDR403W	YDR403W	1274602	1276212	+
rna-NM_001180722.4	gene-YDR414C	YDR414C	NC_001136.10	1295598	1296686	1295340	1296686	gene-YDR412W	YDR412W	1294693	1295400	+
rna-NM_001180720.3	gene-YDR412W	YDR412W	NC_001136.10	1294693	1295400	1294693	1295640	gene-YDR414C	YDR414C	1295598	1296686	-
rna-NM_001180736.3	gene-YDR428C	YDR428C	NC_001136.10	1323454	1324239	1322700	1324239	gene-YDR427W	YDR427W	1322205	1323386	+
rna-NM_001180735.3	gene-YDR427W	YDR427W	NC_001136.10	1322205	1323386	1322205	1324346	gene-YDR428C	YDR428C	1323454	1324239	-
rna-NM_001180737.1	gene-YDR429C	YDR429C	NC_001136.10	1324477	1325301	1323931	1325301	gene-YDR428C	YDR428C	1323454	1324239	-
rna-NM_001180743.1	gene-YDR435C	YDR435C	NC_001136.10	1332983	1333969	1332825	1333969	gene-YDR434W	YDR434W	1331237	1332841	+
rna-NM_001180745.3	gene-YDR437W	YDR437W	NC_001136.10	1337352	1337774	1337352	1339301	gene-YDR438W	YDR438W	1338274	1339386	+
rna-NM_001180749.3	gene-YDR441C	YDR441C	NC_001136.10	1344517	1345062	1344160	1345062	gene-YDR440W	YDR440W	1342493	1344241	+
rna-NM_001180755.3	gene-YDR447C	YDR447C	NC_001136.10	1354829	1355553	1354576	1355553	gene-YDR446W	YDR446W	1353725	1354633	+
rna-NM_001180757.1	gene-YDR449C	YDR449C	NC_001136.10	1357580	1358902	1357116	1358902	gene-YDR448W	YDR448W	1356065	1357369	+
rna-NM_001180759.3	gene-YDR451C	YDR451C	NC_001136.10	1361120	1362181	1360781	1362181	gene-YDR450W	YDR450W	1359923	1360798	+
rna-NM_001180761.1	gene-YDR453C	YDR453C	NC_001136.10	1365072	1365662	1364885	1365662	gene-YDR452W	YDR452W	1362878	1364902	+
rna-NM_001180760.3	gene-YDR452W	YDR452W	NC_001136.10	1362878	1364902	1362878	1365090	gene-YDR453C	YDR453C	1365072	1365662	-
rna-NM_001180773.1	gene-YDR465C	YDR465C	NC_001136.10	1393336	1394574	1393173	1394574	gene-YDR464W	YDR464W	1388872	1393179	+
rna-NM_001180776.3	gene-YDR468C	YDR468C	NC_001136.10	1398026	1398700	1397712	1398700	gene-YDR466W	YDR466W	1395121	1397817	+
rna-NM_001180774.1	gene-YDR466W	YDR466W	NC_001136.10	1395121	1397817	1395121	1398065	gene-YDR468C	YDR468C	1398026	1398700	-
rna-NM_001180778.2	gene-YDR470C	YDR470C	NC_001136.10	1399706	1401214	1399513	1401214	gene-YDR469W	YDR469W	1399015	1399542	+
rna-NM_001180777.3	gene-YDR469W	YDR469W	NC_001136.10	1399015	1399542	1399015	1401744	gene-YDR470C	YDR470C	1399706	1401214	-
rna-NM_001180787.1	gene-YDR479C	YDR479C	NC_001136.10	1415210	1416874	1415128	1416874	gene-YDR478W	YDR478W	1414575	1415171	+
rna-NM_001180786.3	gene-YDR478W	YDR478W	NC_001136.10	1414575	1415171	1414575	1416455	gene-YDR479C	YDR479C	1415210	1416874	-
rna-NM_001180790.3	gene-YDR482C	YDR482C	NC_001136.10	1420431	1420838	1420247	1420838	gene-YDR481C	YDR481C	1418550	1420250	-
rna-NM_001180793.3	gene-YDR485C	YDR485C	NC_001136.10	1424820	1427207	1424668	1427207	gene-YDR484W	YDR484W	1422763	1424688	+
rna-NM_001180792.1	gene-YDR484W	YDR484W	NC_001136.10	1422763	1424688	1422763	1424839	gene-YDR485C	YDR485C	1424820	1427207	-
rna-NM_001180794.3	gene-YDR486C	YDR486C	NC_001136.10	1427431	1428120	1427102	1428120	gene-YDR485C	YDR485C	1424820	1427207	-
rna-NM_001180798.3	gene-YDR490C	YDR490C	NC_001136.10	1431968	1434268	1431775	1434268	gene-YDR489W	YDR489W	1431012	1431896	+
rna-NM_001180797.3	gene-YDR489W	YDR489W	NC_001136.10	1431012	1431896	1431012	1433377	gene-YDR490C	YDR490C	1431968	1434268	-
rna-NM_001180800.1	gene-YDR492W	YDR492W	NC_001136.10	1434924	1435874	1434924	1436225	gene-YDR493W	YDR493W	1436217	1436588	+
rna-NM_001180803.3	gene-YDR495C	YDR495C	NC_001136.10	1438115	1441150	1437964	1441150	gene-YDR494W	YDR494W	1436930	1438015	+
rna-NM_001180806.3	gene-YDR498C	YDR498C	NC_001136.10	1445843	1446994	1445165	1446994	gene-YDR497C	YDR497C	1443713	1445467	-
rna-NM_001180808.1	gene-YDR500C	YDR500C	NC_001136.10	1450198	1450853	1449981	1450853	gene-YDR499W	YDR499W	1447830	1450073	+
rna-NM_001180810.3	gene-YDR502C	YDR502C	NC_001136.10	1453310	1454464	1452816	1454464	gene-YDR501W	YDR501W	1451353	1452918	+
rna-NM_001180813.2	gene-YDR505C	YDR505C	NC_001136.10	1456695	1459220	1456519	1459220	gene-YDR504C	YDR504C	1456311	1456694	-
rna-NM_001180820.3	gene-YDR512C	YDR512C	NC_001136.10	1470500	1471063	1470417	1471063	gene-YDR511W	YDR511W	1470017	1470418	+
rna-NM_001180820.3	gene-YDR512C	YDR512C	NC_001136.10	1470500	1471063	1470417	1471063	gene-YDR513W	YDR513W	1471017	1471448	+
rna-NM_001180819.3	gene-YDR511W	YDR511W	NC_001136.10	1470017	1470418	1470017	1471050	gene-YDR512C	YDR512C	1470500	1471063	-
rna-NM_001180819.3	gene-YDR511W	YDR511W	NC_001136.10	1470017	1470418	1470017	1471050	gene-YDR513W	YDR513W	1471017	1471448	+
rna-NM_001180822.1	gene-YDR514C	YDR514C	NC_001136.10	1471548	1472999	1471422	1472999	gene-YDR513W	YDR513W	1471017	1471448	+
rna-NM_001180821.1	gene-YDR513W	YDR513W	NC_001136.10	1471017	1471448	1471017	1471559	gene-YDR512C	YDR512C	1470500	1471063	-
rna-NM_001180821.1	gene-YDR513W	YDR513W	NC_001136.10	1471017	1471448	1471017	1471559	gene-YDR514C	YDR514C	1471548	1472999	-
rna-NM_001180827.3	gene-YDR519W	YDR519W	NC_001136.10	1480425	1480832	1480425	1482129	gene-YDR520C	YDR520C	1481085	1483403	-
rna-NM_001180832.3	gene-YDR524C	YDR524C	NC_001136.10	1487542	1488990	1487035	1488990	gene-YDR523C	YDR523C	1485566	1487038	-
rna-NM_001184631.1	gene-YDR524C-B	YDR524C-B	NC_001136.10	1489598	1489798	1489179	1489798	gene-YDR524W-C	YDR524W-C	1489403	1489492	+
rna-NM_001180835.4	gene-YDR527W	YDR527W	NC_001136.10	1491094	1492413	1491094	1493174	gene-YNCD0032C	YNCD0032C	1492477	1493026	-
rna-NM_001180837.1	gene-YDR529C	YDR529C	NC_001136.10	1496165	1496548	1495785	1496548	gene-YDR528W	YDR528W	1494586	1495857	+
rna-NM_001180838.1	gene-YDR530C	YDR530C	NC_001136.10	1496791	1497768	1496462	1497768	gene-YDR529C	YDR529C	1496165	1496548	-
rna-NM_001180840.3	gene-YDR532C	YDR532C	NC_001136.10	1499396	1500553	1499334	1500553	gene-YDR531W	YDR531W	1498232	1499335	+
rna-NM_001180839.3	gene-YDR531W	YDR531W	NC_001136.10	1498232	1499335	1498232	1499416	gene-YDR532C	YDR532C	1499396	1500553	-
rna-NM_001179508.1	gene-YIL160C	YIL160C	NC_001141.2	40191	41444	40080	41444	gene-YIL161W	YIL161W	39433	40140	+
rna-NM_001179509.1	gene-YIL161W	YIL161W	NC_001141.2	39433	40140	39433	41582	gene-YIL160C	YIL160C	40191	41444	-
rna-NM_001179505.1	gene-YIL157C	YIL157C	NC_001141.2	46949	47542	46697	47542	gene-YIL158W	YIL158W	46201	46815	+
rna-NM_001184521.1	gene-YIL156W-B	YIL156W-B	NC_001141.2	47690	47973	47690	48190	gene-YIL156W	YIL156W	48091	51306	+
rna-NM_001179502.3	gene-YIL154C	YIL154C	NC_001141.2	53981	55021	53694	55021	gene-YIL155C	YIL155C	51759	53708	-
rna-NM_001179500.1	gene-YIL152W	YIL152W	NC_001141.2	56545	57252	56545	57440	gene-YIL151C	YIL151C	57338	60694	-
rna-NM_001179495.1	gene-YIL147C	YIL147C	NC_001141.2	69791	73453	69504	73453	gene-YIL148W	YIL148W	68708	69528	+
rna-NM_001179486.3	gene-YIL138C	YIL138C	NC_001141.2	89230	89715	88298	89715	gene-YIL139C	YIL139C	87979	88716	-
rna-NM_001184555.1	gene-YIL134C-A	YIL134C-A	NC_001141.2	96522	96725	96351	96725	gene-YIL135C	YIL135C	95065	96375	-
rna-NM_001179481.1	gene-YIL133C	YIL133C	NC_001141.2	98527	99416	98163	99416	gene-YIL134W	YIL134W	97395	98330	+
rna-NM_001179480.1	gene-YIL132C	YIL132C	NC_001141.2	99860	100501	99348	100501	gene-YIL133C	YIL133C	98527	99416	-
rna-NM_001179479.1	gene-YIL131C	YIL131C	NC_001141.2	100781	102235	99938	102235	gene-YIL132C	YIL132C	99860	100501	-
rna-NM_001179475.1	gene-YIL127C	YIL127C	NC_001141.2	117024	117644	115932	117644	gene-YIL128W	YIL128W	113806	116904	+
rna-NM_001179466.1	gene-YIL118W	YIL118W	NC_001141.2	139752	140447	139752	140618	gene-YIL117C	YIL117C	140613	141569	-
rna-NM_001179458.1	gene-YIL110W	YIL110W	NC_001141.2	156045	157178	156045	157460	gene-YIL109C	YIL109C	157385	160165	-
rna-NM_001179453.1	gene-YIL105C	YIL105C	NC_001141.2	167581	169641	167414	169641	gene-YIL106W	YIL106W	166415	167444	+
rna-NM_001179453.1	gene-YIL105C	YIL105C	NC_001141.2	167581	169641	167414	169641	gene-YIL105W-A	YIL105W-A	167664	167804	+
rna-NM_001179454.1	gene-YIL106W	YIL106W	NC_001141.2	166415	167444	166415	167615	gene-YIL105C	YIL105C	167581	169641	-
rna-NM_001184686.1	gene-YIL102C-A	YIL102C-A	NC_001141.2	173365	173592	172179	173592	gene-YIL103W	YIL103W	171751	173028	+
rna-NM_001179444.1	gene-YIL096C	YIL096C	NC_001141.2	182117	183127	181938	183127	gene-YIL097W	YIL097W	180427	181977	+
rna-NM_001179445.1	gene-YIL097W	YIL097W	NC_001141.2	180427	181977	180427	182147	gene-YIL096C	YIL096C	182117	183127	-
rna-NM_001179442.1	gene-YIL094C	YIL094C	NC_001141.2	186517	187632	185969	187632	gene-YIL095W	YIL095W	183937	186369	+
rna-NM_001179441.3	gene-YIL093C	YIL093C	NC_001141.2	187990	188784	187615	188784	gene-YIL094C	YIL094C	186517	187632	-
rna-NM_001179439.1	gene-YIL091C	YIL091C	NC_001141.2	191030	193195	190553	193195	gene-YIL092W	YIL092W	189066	190967	+
rna-NM_001179440.3	gene-YIL092W	YIL092W	NC_001141.2	189066	190967	189066	191624	gene-YIL091C	YIL091C	191030	193195	-
rna-NM_001179433.3	gene-YIL085C	YIL085C	NC_001141.2	200490	202043	200435	202043	gene-YIL086C	YIL086C	200153	200461	-
rna-NM_001179432.1	gene-YIL084C	YIL084C	NC_001141.2	202276	203259	200875	203259	gene-YIL085C	YIL085C	200490	202043	-
rna-NM_001179431.2	gene-YIL083C	YIL083C	NC_001141.2	203556	204653	203157	204653	gene-YIL084C	YIL084C	202276	203259	-
rna-NM_001179421.3	gene-YIL071C	YIL071C	NC_001141.2	228660	229994	226508	229994	gene-YIL072W	YIL072W	226602	228419	+
rna-NM_001179419.1	gene-YIL069C	YIL069C	NC_001141.2	231553	232369	231059	232369	gene-YIL070C	YIL070C	230272	231072	-
rna-NM_001179413.1	gene-YIL063C	YIL063C	NC_001141.2	242761	243744	242623	243744	gene-YIL064W	YIL064W	242027	242716	+
rna-NM_001179414.2	gene-YIL064W	YIL064W	NC_001141.2	242027	242716	242027	242807	gene-YIL063C	YIL063C	242761	243744	-
rna-NM_001431140.1	gene-YIL059C	YIL059C	NC_001141.2	246550	246915	245984	246915	gene-YIL060W	YIL060W	246392	246826	+
rna-NM_001179403.1	gene-YIL053W	YIL053W	NC_001141.2	255115	255867	255115	256241	gene-YIL052C	YIL052C	256226	257063	-
rna-NM_001179400.3	gene-YIL050W	YIL050W	NC_001141.2	258913	259770	258913	260315	gene-YIL049W	YIL049W	260158	260919	+
rna-NM_001179394.3	gene-YIL044C	YIL044C	NC_001141.2	272950	273846	272759	273846	gene-YIL045W	YIL045W	271161	272777	+
rna-NM_001179395.3	gene-YIL045W	YIL045W	NC_001141.2	271161	272777	271161	273055	gene-YIL044C	YIL044C	272950	273846	-
rna-NM_001179385.1	gene-YIL035C	YIL035C	NC_001141.2	287790	288908	287154	288908	gene-YIL036W	YIL036W	285666	287429	+
rna-NM_001179384.3	gene-YIL034C	YIL034C	NC_001141.2	289226	290089	288845	290089	gene-YIL035C	YIL035C	287790	288908	-
rna-NM_001179373.1	gene-YIL023C	YIL023C	NC_001141.2	309386	310426	309158	310426	gene-YIL024C	YIL024C	308602	309171	-
rna-NM_001179371.3	gene-YIL021W	YIL021W	NC_001141.2	312905	313861	312905	314119	gene-YIL020C	YIL020C	314035	314820	-
rna-NM_001179368.1	gene-YIL018W	YIL018W	NC_001141.2	316768	317932	316768	318201	gene-YIL017C	YIL017C	318200	320965	-
rna-NM_001184306.2	gene-YIL009C-A	YIL009C-A	NC_001141.2	335666	336212	335408	336212	gene-YIL010W	YIL010W	334882	335529	+
rna-NM_001179360.3	gene-YIL010W	YIL010W	NC_001141.2	334882	335529	334882	335772	gene-YIL009C-A	YIL009C-A	335666	336212	-
rna-NM_001179358.3	gene-YIL008W	YIL008W	NC_001141.2	342536	342835	342536	343590	gene-YIL007C	YIL007C	342994	343656	-
rna-NM_001179354.3	gene-YIL004C	YIL004C	NC_001141.2	347946	348505	347336	348505	gene-YIL005W	YIL005W	345692	347797	+
rna-NM_001179355.1	gene-YIL005W	YIL005W	NC_001141.2	345692	347797	345692	348001	gene-YIL004C	YIL004C	347946	348505	-
rna-NM_001179352.3	gene-YIL002C	YIL002C	NC_001141.2	350591	353431	350435	353431	gene-YIL002W-A	YIL002W-A	350301	350510	+
rna-NM_001184653.1	gene-YIL002W-A	YIL002W-A	NC_001141.2	350301	350510	350301	351052	gene-YIL002C	YIL002C	350591	353431	-
rna-NM_001179530.1	gene-YIR008C	YIR008C	NC_001141.2	373077	374306	372684	374306	gene-YIR007W	YIR007W	370704	372998	+
rna-NM_001179529.3	gene-YIR007W	YIR007W	NC_001141.2	370704	372998	370704	373106	gene-YIR008C	YIR008C	373077	374306	-
rna-NM_001179539.3	gene-YIR017C	YIR017C	NC_001141.2	383556	384119	383345	384119	gene-YIR016W	YIR016W	382628	383425	+
rna-NM_001184655.1	gene-YIR018C-A	YIR018C-A	NC_001141.2	385564	385701	385345	385701	gene-YIR018W	YIR018W	384609	385346	+
rna-NM_001179540.1	gene-YIR018W	YIR018W	NC_001141.2	384609	385346	384609	385866	gene-YIR018C-A	YIR018C-A	385564	385701	-
rna-NM_001270752.1	gene-YIR020C	YIR020C	NC_001141.2	394255	394557	393608	394557	gene-YIR019C	YIR019C	389572	393675	-
rna-NM_001270752.1	gene-YIR020C	YIR020C	NC_001141.2	394255	394557	393608	394557	gene-YNCI0012	YNCI0012	393884	397082	-
rna-NM_001179546.1	gene-YIR024C	YIR024C	NC_001141.2	402841	403491	402645	403491	gene-YIR023W	YIR023W	399777	402689	+
rna-NM_001179548.3	gene-YIR026C	YIR026C	NC_001141.2	404873	405967	404617	405967	gene-YIR025W	YIR025W	403659	404765	+
rna-NM_001179547.1	gene-YIR025W	YIR025W	NC_001141.2	403659	404765	403659	405036	gene-YIR026C	YIR026C	404873	405967	-
rna-NM_001179551.1	gene-YIR029W	YIR029W	NC_001141.2	410807	411838	410807	412046	gene-YIR030C	YIR030C	412036	412770	-
rna-NM_001179556.3	gene-YIR034C	YIR034C	NC_001141.2	419615	420736	419444	420736	gene-YIR033W	YIR033W	416124	419465	+
rna-NM_001179558.3	gene-YIR036C	YIR036C	NC_001141.2	422074	422865	421779	422865	gene-YIR035C	YIR035C	421026	421790	-
rna-NM_001179559.1	gene-YIR037W	YIR037W	NC_001141.2	423128	423619	423128	423850	gene-YIR038C	YIR038C	423809	424513	-
rna-NM_001179961.1	gene-YFL005W	YFL005W	NC_001138.5	130334	130981	130334	131222	gene-YNCF0003C	YNCF0003C	131061	131503	-
rna-NM_001179915.1	gene-YFL052W	YFL052W	NC_001138.5	28232	29629	28232	30938	gene-YFL051C	YFL051C	30058	30540	-
rna-NM_001179923.1	gene-YFL044C	YFL044C	NC_001138.5	44655	45560	44381	45560	gene-YFL045C	YFL045C	43628	44392	-
rna-NM_001179927.1	gene-YFL039C	YFL039C	NC_001138.5	53260	54696	52971	54696	gene-YFL040W	YFL040W	51350	52972	+
rna-NM_001179929.1	gene-YFL037W	YFL037W	NC_001138.5	56336	57709	56336	57967	gene-YNCF0001C	YNCF0001C	57815	58521	-
rna-NM_001179931.1	gene-YFL034C-B	YFL034C-B	NC_001138.5	63016	63993	62812	63993	gene-YFL036W	YFL036W	58782	62837	+
